LON,LAT,EDO,CLAVE,ESTACION,may-23
-103.87,19.17,COL,LAECM,"La Esperanza, Col.",0.00
-103.77,18.81,COL,LDACM,"Laguna de Amela, Col.",0.00
-103.73,19.22,COL,LPSCM,"La Posta, Col.",0.01
-104.32,19.04,COL,MNZCM,"Observatorio de Manzanillo, Col.",0.00
-103.81,19.33,COL,PNTCM,"PeÒitas, Col.",3.00
-104.10,18.94,COL,RDRCM,"Radar, Col.",0.00
-103.70,19.41,COL,SCHCM,"Suchitl·n, Col.",0.01
-103.87,18.91,COL,TCMCM,"Tecom·n, Col.",0.00
-103.66,19.28,COL,TRPCM,"Trapiche, Col.",0.00
-104.81,24.54,DGO,CBRDR,"Caboraca, Dgo.",13.01
-104.12,24.44,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",14.00
-103.52,25.53,DGO,CLRDR,"Ciudad Lerdo, Dgo.",40.71
-103.70,24.87,DGO,CNCDR,"CuencamÈ, Dgo.",35.00
-104.75,24.50,DGO,CNTDR,"Canatl·n, Dgo.",10.00
-103.96,24.00,DGO,FVLDR,"Francisco Villa, Dgo.",0.50
-103.77,25.27,DGO,FZRDR,"Francisco Zarco, Dgo.",18.04
-105.25,25.50,DGO,GESDR,"General Escobedo, Dgo.",19.02
-105.96,25.93,DGO,GNCDR,"GuanacevÌ, Dgo.",2.02
-104.92,24.80,DGO,GUADR,"GuatimapÈ, Dgo",18.50
-103.98,26.55,DGO,LAFLOR,"La Flor de Jimulco SMN, Dgo.",9.80
-105.02,25.59,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",4.33
-103.28,25.07,DGO,LFLDR,"La Flor, Dgo.",39.52
-105.47,24.19,DGO,LVEDR,"Las Vegas SMN, Dgo.",0.00
-103.75,26.69,DGO,MAPIMI,"MapimÌ SMN, Dgo.",24.60
-104.25,23.39,DGO,MICHILIA,"La Michilia SMN, Dgo.",16.80
-103.85,25.82,DGO,MPMDR,"MapimÌ, Dgo.",20.60
-105.04,23.83,DGO,NAVDR,"NavÌos Viejos, Dgo.",3.30
-104.66,24.20,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",4.00
-105.44,25.23,DGO,SACDR,"SalomÈ Acosta, Dgo.",0.02
-102.77,24.63,DGO,SANJUANGPE,"San Juan Guadalupe SMN, Dgo.",4.80
-105.56,26.44,DGO,SGBDR,"San Gabriel, Dgo.",18.00
-102.78,24.63,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",16.00
-104.28,25.09,DGO,SLCDR,"San Luis del Cordero, Dgo.",17.55
-105.42,25.04,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",13.62
-105.57,26.08,DGO,SRDDR,"Sardinas, Dgo.",13.06
-102.79,24.56,DGO,TGRDR,"El Tigre, Dgo.",8.38
-106.98,24.93,DGO,TMZDR,"Tamazula, Dgo.",0.00
-103.98,23.74,DGO,VGCDR,"Vicente Guerrero, Dgo.",4.50
-104.93,26.24,DGO,VHGDR,"Villa Hidalgo, Dgo.",62.01
-105.50,26.44,DGO,VILLAOCAMPO,"Villa Ocampo SMN, Dgo.",5.40
-105.51,26.45,DGO,VOCDR,"Villa Ocampo, Dgo.",14.00
-99.91,16.85,GRO,ACAGR,"Acapulco, Gro.",0.00
-99.52,17.58,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",21.30
-100.52,18.08,GRO,AFIGR,"AndrÈs Figueroa, Gro.",27.11
-98.98,17.72,GRO,AHUGR,"Ahuacuotzingo, Gro.",16.40
-99.10,18.11,GRO,ATENANGOCFE,"Atenango del RÌo CFE, Gro.",23.20
-100.43,17.21,GRO,ATYGR,"Atoyac, Gro.",4.50
-99.40,18.46,GRO,BVSGR,"Buenavista, Gro.",25.00
-100.66,18.36,GRO,CALGR,"Ciudad Altamirano, Gro.",0.00
-99.70,17.67,GRO,CCHGR,"Chichihualco, Gro.",63.00
-100.09,17.01,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",0.80
-99.50,17.55,GRO,CHIGR,"Chilpancingo, Gro.",33.20
-99.18,17.61,GRO,CHLGR,"Chilapa, Gro.",93.00
-98.41,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",3.50
-101.05,17.38,GRO,CYQGR,"Coyuquilla, Gro.",0.00
-100.00,17.95,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",40.00
-99.52,17.23,GRO,EOCGR,"El Ocotito, Gro.",49.90
-99.33,18.30,GRO,HTZGR,"Huitzuco, Gro.",72.00
-99.55,18.35,GRO,IGLGR,"Iguala, Gro.",67.00
-99.52,18.36,GRO,IGUALA,"Iguala SMN, Gro.",0.00
-98.51,17.62,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",49.00
-99.78,16.97,GRO,K21GR,"km 21, Gro.",0.00
-99.24,16.76,GRO,LDGGR,"Las Vigas, Gro.",1.00
-99.80,16.80,GRO,ODAGR,"Observatorio de Acapulco, Gro.",3.60
-99.50,17.60,GRO,ODZGR,"Observatorio de Zumpango, Gro.",67.50
-98.74,17.78,GRO,OLNGR,"Olinal·, Gro.",37.01
-98.43,16.68,GRO,OMEGR,"Ometepec, Gro.",36.20
-99.45,17.48,GRO,PETGR,"Petaquillas, Gro.",32.00
-98.50,16.66,GRO,QTZGR,"Quetzala, Gro.",66.80
-99.17,16.82,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",1.00
-100.47,17.14,GRO,SJEGR,"San JerÛnimo, Gro.",14.60
-99.52,17.92,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo CFE, Gro.",6.47
-99.61,18.55,GRO,TAXGR,"Taxco, Gro.",80.00
-99.98,17.79,GRO,TLAGR,"Tlacotepec, Gro.",100.80
-98.60,17.50,GRO,TLPGR,"Tlapa, Gro.",91.30
-99.40,17.57,GRO,TXTGR,"Tixtla, Gro.",33.50
-100.27,18.38,GRO,VGRGR,"Vicente Guerrero, Gro.",8.00
-99.47,18.30,GRO,VTRGR,"Valerio Trujano, Gro.",41.40
-98.49,17.90,GRO,XXHGR,"Xochihuehuetl·n, Gro.",107.80
-101.55,17.65,GRO,ZHTGR,"Zihuatanejo, Gro.",22.00
-101.55,17.65,GRO,ZIHUATANEJO,"Zihuatanejo SMN, Gro.",11.40
-101.54,20.45,GTO,ABSGJ,"Abasolo, Gto.",16.51
-100.71,20.03,GTO,ACNGJ,"Ac·mbaro, Gto.",26.11
-100.68,20.53,GTO,AEGGJ,"Apaseo el Grande, Gto.",16.81
-100.58,20.55,GTO,AMCGJ,"Ameche, Gto.",11.03
-100.62,20.45,GTO,APSGJ,"Apaseo el Alto, Gto.",19.54
-101.63,20.50,GTO,ATBGJ,"Agua Tibia, Gto.",10.00
-100.82,20.83,GTO,BEGGJ,"La BegoÒa hidromÈtrica, Gto.",5.04
-101.84,21.05,GTO,BRRGJ,"El Barrial, Gto.",4.92
-100.82,20.54,GTO,CLYGJ,"Celaya, Gto.",24.90
-101.47,21.07,GTO,COMGJ,"Comanjilla, Gto.",1.00
-100.36,20.20,GTO,CORGJ,"Coroneo, Gto.",35.60
-101.67,20.62,GTO,CRMGJ,"Cuer·maro, Gto.",13.50
-100.96,20.49,GTO,CRTGJ,"Cort·zar, Gto.",7.40
-100.90,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",3.47
-101.67,21.20,GTO,CSTGJ,"Los Castillos, Gto.",13.12
-100.93,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",9.01
-101.84,21.05,GTO,EBAGJ,"El Barrial, Gto.",4.94
-100.90,20.28,GTO,ECBGJ,"El Cubo, Gto.",12.11
-101.24,20.87,GTO,ECHGJ,"El ChapÌn, Gto.",10.54
-101.37,20.72,GTO,ECNGJ,"El Conejo, Gto.",5.41
-101.68,21.17,GTO,EPLGJ,"El Palote, Gto.",7.03
-102.00,20.80,GTO,FRIAS,"FrÌas ProtecciÛn Civil, Gto. ",6.86
-101.74,20.44,GTO,GLNGJ,"La Golondrina, Gto.",15.00
-101.27,21.01,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",20.54
-100.83,20.85,GTO,IALGJ,"Ignacio Allende, Gto.",13.22
-101.35,20.68,GTO,IRPGJ,"Irapuato, Gto.",55.13
-101.84,20.68,GTO,LADGJ,"Las Adjuntas, Gto.",8.20
-101.07,20.29,GTO,LDYGJ,"Laguna de Yuriria, Gto.",6.56
-101.69,21.14,GTO,LENGJ,"LeÛn, Gto.",6.01
-100.88,20.40,GTO,LGVGJ,"Puente la Gavia, Gto.",9.00
-101.36,20.28,GTO,LJIGJ,"Las JÌcamas, Gto.",8.00
-101.11,21.32,GTO,LQMGJ,"La Quemada, Gto.",30.30
-101.93,20.51,GTO,MABGJ,"Mariano Abasolo, Gto.",5.51
-100.50,21.22,GTO,MINERALPOZOS,"Mineral de Pozos ProtecciÛn Civil, Gto.",1.00
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",25.00
-101.11,20.52,GTO,PERGJ,"Pericos, Gto.",19.04
-100.50,21.22,GTO,POZGJ,"Pozos, Gto.",76.51
-101.29,20.87,GTO,PRSGJ,"La PurÌsima, Gto.",12.52
-101.22,21.48,GTO,SFEGJ,"San Felipe, Gto.",29.80
-99.83,21.32,GTO,SGORDAII,"Sierra Gorda 2 SMN, Gto.",61.60
-101.02,20.40,GTO,SJLGJ,"Santa Julia, Gto.",6.70
-101.20,20.57,GTO,SLMGJ,"Salamanca, Gto.",10.64
-100.67,20.06,GTO,SLSGJ,"SolÌs, Gto.",16.12
-100.89,20.22,GTO,SLVGJ,"Salvatierra, Gto.",33.34
-101.02,20.43,GTO,SMAGJ,"San Miguel de Allende, Gto.",12.51
-100.75,20.58,GTO,SMOGJ,"San Miguel Octopan, Gto.",18.50
-101.07,20.30,GTO,SRTGJ,"Santa Rita, Gto.",11.62
-101.30,20.60,GTO,TEMGJ,"TemascatÌo, Gto.",16.05
-101.18,20.38,GTO,VDSGJ,"Valle de Santiago, Gto.",27.50
-100.09,21.30,GTO,XICGJ,"Xich˙, Gto.",52.83
-98.94,20.27,HGO,ACTHD,"Actopan, Hgo.",102.00
-98.35,21.02,HGO,ATCHD,"Atlapexco, Hgo.",147.00
-98.72,20.19,HGO,ELCHICO,"El Chico SMN, Hgo.",69.60
-99.36,20.16,HGO,ENDHD,"EndhÛ, Hgo.",75.50
-98.08,20.46,HGO,HHTHD,"Huehuetla, Hgo.",55.90
-98.42,21.15,HGO,HJTHD,"Huejutla, Hgo.",182.60
-99.22,20.48,HGO,IXMHD,"Ixmiquilpan, Hgo.",73.00
-98.13,20.14,HGO,LAGUNA,"La Laguna FENIX, Hgo.",44.90
-98.13,20.14,HGO,LLAHD,"La Laguna, Hgo.",5.25
-98.76,20.59,HGO,LMTHD,"Metztitl·n, Hgo.",52.79
-99.22,20.24,HGO,MXQHD,"Mixquiahuala, Hgo.",54.50
-98.60,21.17,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",406.01
-98.75,20.12,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",155.80
-98.33,20.06,HGO,PERHD,"La Esperanza, Hgo.",104.12
-99.33,20.36,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",41.10
-99.31,19.96,HGO,PRQHD,"RequeÒa, Hgo.",48.00
-99.38,20.44,HGO,PVAHD,"Vicente Aguirre, Hgo.",33.00
-98.37,20.08,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",70.61
-99.39,19.83,HGO,TXMHD,"Taxhimay, Hgo.",42.04
-98.65,20.65,HGO,ZXTHD,"Zacualtip·n, Hgo.",11.00
-103.13,20.32,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara SGT, Jal.",3.40
-103.23,22.33,JAL,ACHZC,"Achimec, Jal.",0.32
-102.44,21.60,JAL,AJJJL,"Ajoj˙car, Jal.",4.00
-103.09,20.40,JAL,ATQJL,"Atequiza, Jal.",9.71
-103.45,20.75,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",0.00
-104.06,19.91,JAL,BBAJL,"Basilio Vadillo, Jal.",0.00
-103.72,22.41,JAL,BCSJL,"Bocas, Jal.",0.01
-103.78,21.83,JAL,BLNJL,"BolaÒos, Jal.",0.00
-103.47,19.70,JAL,CGZJL,"Observatorio de Ciudad Guzm·n, Jal.",5.60
-104.56,19.63,JAL,CHFJL,"El ChiflÛn, Jal",0.00
-102.77,19.29,JAL,CHLMC,"ConstituciÛn de Apatzing·n, Jal.",0.00
-104.57,19.23,JAL,CIHJL,"Cihuatl·n, Jal.",0.00
-105.13,20.00,JAL,CPEJL,"CajÛn de PeÒa, Jal.",0.00
-104.78,20.48,JAL,CRNJL,"Corrinchis, Jal.",0.02
-101.74,21.50,JAL,CRTJL,"El Cuarenta, Jal.",16.90
-105.05,20.58,JAL,CULJL,"Cuale, Jal.",10.90
-103.45,21.07,JAL,CXTJL,"Cuixtla, Jal.",0.00
-102.98,20.68,JAL,EGCJL,"Ing. ElÌas Gonz·lez Ch·vez, Jal.",4.69
-104.29,19.85,JAL,ELCJL,"El Corcovado, Jal.",0.01
-103.33,20.73,JAL,EXPJL,"La Experiencia, Jal.",3.90
-103.37,20.67,JAL,GUAJL,"Guadalajara Centro, Jal.",0.00
-103.39,20.71,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",0.00
-105.18,19.65,JAL,HIGJL,"Higuera Blanca 2, Jal.",0.00
-103.65,20.47,JAL,HRTJL,"Hurtado, Jal.",4.00
-102.25,20.48,JAL,HUAJL,"Huascato, Jal.",2.01
-102.71,20.29,JAL,JMYJL,"Jamay, Jal.",10.20
-102.56,20.28,JAL,LABARCA,"La Barca SGT, Jal.",6.20
-103.20,20.29,JAL,LDCJL,"Lago de Chapala, Jal.",4.20
-101.92,21.36,JAL,LDMJL,"Lagos de Moreno, Jal.",0.01
-103.03,20.32,JAL,MEZCALA,"Mezcala Poncitl·n SGT, Jal.",7.40
-103.59,19.59,JAL,NEVADOCOLIMA,"Nevado de Colima SMN, Jal.",6.40
-101.92,21.37,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",0.50
-103.36,20.58,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",0.01
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",6.90
-105.13,20.00,JAL,RIOTOMATLAN,"RÌo Tomatl·n SMN, Jal.",0.00
-101.84,21.36,JAL,SA1JL,"La Sauceda, Jal.",2.50
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",4.00
-102.50,21.30,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0.00
-103.92,19.46,JAL,SMANANTLANI,"Sierra Manatl·n 1 SMN, Jal.",4.40
-103.71,20.91,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",0.00
-102.58,21.45,JAL,TCAJL,"Teocaltiche, Jal.",4.02
-104.32,20.04,JAL,TCTJL,"Tacot·n, Jal.",1.00
-103.20,22.17,JAL,TENJL,"Tenasco, Jal.",0.00
-103.32,20.58,JAL,TLAJL,"Tlaquepaque, Jal.",0.00
-103.42,20.44,JAL,TLAJOMULCO,"Tlajomulco SMN, Jal.",6.20
-104.37,19.98,JAL,TMLJL,"General RamÛn Corona Madrigal, Jal.",10.20
-103.40,18.97,JAL,TRJCM,"Solidaridad, Jal.",0.00
-103.85,20.60,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",0.00
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",0.00
-99.38,19.38,MEX,2RSMX,"Dos RÌos, MÈx.",22.20
-98.66,19.12,MEX,ALTZOMONI,"Altzomoni SMN, MÈx.",43.60
-99.22,19.57,MEX,ARBMX,"Las Arboledas, MÈx.",0.00
-98.91,19.54,MEX,ATEMX,"Atenco, MÈx.",29.95
-99.87,19.78,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",97.31
-99.70,19.33,MEX,CALMX,"Calixtlahuaca, MÈx.",50.64
-99.30,19.41,MEX,CDBMX,"CaÌda del Borracho, MÈx.",0.00
-99.30,19.41,MEX,CDELBORRACHO,"CaÌda del Borracho SACMEX, MÈx.",0.00
-99.51,19.21,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",105.72
-99.04,19.59,MEX,CHICONAUTLAI,"Chiconautla 1 SACMEX, MÈx.",51.06
-99.11,19.52,MEX,CHICONAUTLAII,"Chiconautla 2 SACMEX, MÈx.",3.29
-100.15,19.35,MEX,CHIMX,"Chilesdo, MÈx.",79.03
-98.88,19.48,MEX,CHPMX,"Chapingo, MÈx.",23.00
-99.30,19.70,MEX,CNPMX,"La ConcepciÛn, MÈx.",60.00
-99.63,19.29,MEX,COBMX,"Observatorio de Toluca, MÈx.",85.81
-100.23,19.18,MEX,COLMX,"Colorines, MÈx.",59.51
-99.56,19.88,MEX,DNXMX,"DanxhÛ, MÈx.",71.01
-99.33,19.38,MEX,ELVENADO,"El Venado SACMEX, MÈx.",0.00
-99.24,19.45,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",14.08
-99.25,19.64,MEX,GDLMX,"Sierra de Guadalupe, MÈx.",73.00
-98.92,19.58,MEX,GRDMX,"La Grande, MÈx.",23.72
-99.70,20.05,MEX,HPNMX,"Huapango, MÈx.",53.54
-99.77,19.57,MEX,IXCMX,"Ixtlahuaca, MÈx.",85.30
-99.05,19.63,MEX,K27MX,"km 27+250, MÈx.",23.54
-100.08,19.38,MEX,LBEMX,"Los Berros, MÈx.",86.75
-99.22,19.48,MEX,MBLMX,"Molino Blanco, MÈx.",8.01
-99.68,19.12,MEX,NEVMX,"Nevado de Toluca SMN, MÈx.",97.27
-99.42,18.99,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",100.01
-99.25,19.43,MEX,PALMASDF,"Palmas SACMEX, MÈx.",41.90
-99.18,19.58,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",43.48
-99.03,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",3.29
-99.18,19.74,MEX,PCGMX,"Puente Colgante, MÈx.",81.02
-99.01,19.64,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",51.06
-99.73,18.93,MEX,PDZMX,"Porfirio DÌaz, MÈx.",39.00
-99.79,19.83,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",61.00
-99.78,19.46,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",31.32
-99.26,19.53,MEX,PMDMX,"MadÌn, MÈx.",52.60
-99.95,19.65,MEX,PMEMX,"Puente Mextepec, MÈx.",74.81
-99.74,20.12,MEX,PMNMX,"El Molino, MÈx.",46.55
-99.86,20.04,MEX,PNDMX,"—adÛ, MÈx.",69.02
-99.28,19.45,MEX,PTLMX,"Presa Totolica, MÈx.",24.11
-98.91,19.53,MEX,SADMX,"San AndrÈs, MÈx.",23.61
-99.70,19.47,MEX,SB2MX,"San BernabÈ, Mex.",61.00
-99.70,19.47,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",81.00
-99.76,19.24,MEX,SJHMX,"San Juan de las Huertas, MÈx.",179.20
-98.87,19.19,MEX,SLAMX,"San Luis Ameca, MÈx.",12.20
-99.74,19.59,MEX,SLBMX,"San Bartolo del Llano, MÈx.",104.00
-99.80,19.63,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",183.00
-98.86,19.64,MEX,SNLMX,"San Lucas, MÈx.",10.50
-99.80,19.34,MEX,TBRMX,"Tres Barrancas, MÈx.",38.31
-99.94,18.93,MEX,TESMX,"Texcaltitl·n, MÈx.",83.11
-99.91,19.86,MEX,TJCMX,"El Tejocote, MÈx.",56.93
-100.05,19.06,MEX,TMSMX,"Temascaltepec, Mex.",75.60
-99.96,19.66,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",87.91
-99.61,19.43,MEX,TROMX,"Trojes, MÈx.",69.99
-99.28,19.45,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",5.00
-99.12,19.90,MEX,TTQMX,"Tajo de Tequixquiac, MÈx.",58.34
-100.08,19.38,MEX,VALLEDEBRAVO,"Valle de Bravo SGT, MÈx.",80.60
-99.21,19.51,MEX,VASOCRISTO,"Vaso de Cristo SACMEX, MÈx.",0.00
-100.18,19.21,MEX,VBRMX,"Valle de Bravo, MÈx.",104.53
-99.21,19.51,MEX,VDCDF,"Vaso de Cristo, MÈx.",0.00
-99.33,19.38,MEX,VNDMX,"El Venado, MÈx.",0.00
-100.06,19.46,MEX,VVCMX,"Villa Victoria, MÈx.",92.21
-100.61,19.58,MICH,AGOMC,"Agostitl·n, Mich.",16.45
-101.66,19.93,MICH,AMEMC,"Aristeo Mercado, Mich.",12.50
-102.37,19.08,MICH,APTMC,"Apatzing·n, Mich.",3.20
-102.42,20.18,MICH,BIBMC,"Barraje de Ibarra, Mich.",15.00
-101.46,20.32,MICH,CBLMC,"Casa Blanca, Mich.",18.45
-102.27,19.97,MICH,CHAMC,"Chaparaco, Mich.",0.63
-100.55,19.70,MICH,CHIMC,"Ciudad Hidalgo, Mich.",84.62
-100.90,18.50,MICH,CMNMC,"Caimanera, Mich.",0.00
-101.26,19.63,MICH,COIMC,"CoÌntzio, Mich.",45.61
-101.86,20.21,MICH,CORMC,"Corrales, Mich.",1.45
-100.42,19.39,MICH,DBOMC,"El Bosque, Mich.",72.71
-100.45,19.97,MICH,EGIMC,"El Gigante, Mich.",22.40
-102.54,19.98,MICH,GUAMC,"Guaracha, Mich.",17.00
-101.88,18.27,MICH,INFMC,"Infiernillo, Mich.",0.00
-102.60,19.96,MICH,JARMC,"Jaripo, Mich.",13.00
-101.63,20.25,MICH,LANMC,"Los ¡ngeles, Mich.",12.30
-102.87,19.21,MICH,LOLMC,"Los Olivos, Mich.",0.00
-102.00,20.35,MICH,LPDMC,"La Piedad, Mich.",13.40
-102.13,18.85,MICH,LPNMC,"Los Panches, Mich.",2.30
-102.20,18.80,MICH,LPSMC,"La PastorÌa , Mich.",5.40
-101.20,18.80,MICH,LPZMC,"Los Pinzanes, Mich.",0.00
-101.10,19.70,MICH,MCEMC,"Morelia Centro, Mich.",31.82
-102.21,18.02,MICH,MLCMC,"Melchor Ocampo L. C., Mich.",7.01
-100.87,19.83,MICH,MLPMC,"MalpaÌs, Mich.",43.82
-101.20,19.70,MICH,MNOMC,"Morelia Norte, Mich.",28.96
-101.72,20.13,MICH,MOCMC,"Melchor Ocampo, Mich.",9.04
-101.18,19.69,MICH,MORMC,"Observatorio de Morelia, Mich.",35.60
-100.44,19.89,MICH,MRVMC,"MaravatÌo, Mich.",46.04
-102.33,19.96,MICH,ORAMC,"Orandino, Mich.",1.00
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",12.04
-101.10,18.54,MICH,PINZANESCFE,"Pinzanes CFE, Mich.",28.60
-101.60,20.30,MICH,PORMC,"Pastor OrtÌz, Mich.",19.67
-100.68,19.62,MICH,PUCMC,"Pucuato, Mich.",0.00
-102.14,19.96,MICH,PUREPETIRO,"Presa Urepetiro SGT, Mich.",0.00
-102.72,20.07,MICH,SAHMC,"Sahuayo, Mich.",30.50
-102.46,20.21,MICH,SCRMC,"San CristÛbal, Mich.",19.50
-102.65,19.84,MICH,SJUMC,"San Juanico, Mich.",19.00
-102.40,20.10,MICH,SSIMC,"San SimÛn, Mich.",10.50
-100.23,20.00,MICH,TEPMC,"Tepuxtepec, Mich.",44.91
-100.23,20.00,MICH,TEPUXTEPECF,"Tepuxtepec FENIX, Mich.",46.50
-100.30,19.77,MICH,TMUMC,"Tercer Mundo, Mich.",12.20
-102.14,19.96,MICH,UREMC,"Urepetiro, Mich.",0.58
-102.18,18.05,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",0.00
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez , Mich.",17.22
-102.28,20.33,MICH,YURECUARO,"YurÈcuaro SGT, Mich.",1.80
-102.24,20.34,MICH,YURMC,"YurÈcuaro, Mich.",1.00
-102.28,20.01,MICH,ZAMMC,"Observatorio de Zamora, Mich.",5.01
-101.80,19.81,MICH,ZCAMC,"Zacapu, Mich.",11.01
-101.93,18.92,MICH,ZICMC,"Zicuir·n, Mich.",0.00
-100.83,19.86,MICH,ZINMC,"ZinapÈcuaro, Mich.",14.94
-98.83,18.95,MOR,ACHMR,"Achichipico, Mor.",42.31
-99.26,18.73,MOR,ALUMR,"Alpuyeca, Mor.",60.20
-99.38,18.60,MOR,AMCMR,"Amacuzac, Mor.",46.20
-98.77,18.76,MOR,AMIMR,"Amilcingo, Mor.",73.00
-99.46,18.68,MOR,APAMR,"Apacingo, Mor.",57.60
-98.89,18.93,MOR,ATBMR,"Atlatlahuacan Bachillerato, Mor.",11.00
-98.93,18.95,MOR,ATLMR,"Atlatlahucan, Mor.",26.60
-98.96,18.85,MOR,CASMR,"Casasano, Mor.",15.54
-98.95,18.81,MOR,CUAMR,"Cuautla, Mor.",2.83
-99.20,18.90,MOR,CUEMR,"Cuernavaca, Mor.",24.07
-99.32,18.86,MOR,CUNMR,"Cuentepec, Mor.",36.00
-99.38,18.70,MOR,CUTMR,"Cuautlita, Mor.",41.35
-98.79,18.69,MOR,ELPMR,"El PeÒÛn, Mor.",29.90
-99.18,18.57,MOR,HIGMR,"HiguerÛn, Mor.",60.00
-99.42,18.61,MOR,HUAMR,"Huajintl·n, Mor.",55.00
-98.75,18.88,MOR,HUEMR,"Hueyapan, Mor.",91.42
-99.27,19.03,MOR,HUIMR,"Huitzilac, Mor.",84.96
-99.03,18.44,MOR,HUTMR,"Huautla, Mor.",69.22
-99.16,18.88,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua SMN, Mor.",9.26
-98.80,18.70,MOR,JNCMR,"Jonacatepec, Mor.",58.50
-99.20,18.60,MOR,JOJMR,"Jojutla, Mor.",41.40
-98.91,18.68,MOR,LCUMR,"La Cuera, Mor.",71.64
-99.40,18.70,MOR,MIAMR,"Miacatl·n, Mor.",33.60
-99.00,18.73,MOR,MYOMR,"Moyotepec, Mor.",15.05
-99.14,18.52,MOR,NEXMR,"Nexpa, Mor.",38.01
-99.03,18.92,MOR,OACMR,"Oacalco, Mor.",16.00
-98.90,18.90,MOR,OAXMR,"Oaxtepec, Mor.",26.00
-99.22,18.91,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",31.12
-98.76,18.88,MOR,OCTMR,"Ocuituco, Mor.",80.00
-99.43,18.87,MOR,PAPMR,"Palpan, Mor.",52.90
-99.32,18.63,MOR,PIXMR,"Puente de Ixtla, Mor.",44.07
-99.16,18.77,MOR,PROMR,"Progreso, Mor.",36.60
-99.33,18.77,MOR,RODMR,"El Rodeo, Mor.",39.53
-99.19,18.92,MOR,SLDMR,"Solidaridad, Mor.",18.50
-99.04,18.58,MOR,SPHMR,"San Pablo Hidalgo, Mor.",13.80
-98.83,18.64,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",74.00
-99.22,18.86,MOR,TEMMR,"Temixco, Mor.",86.34
-98.71,18.88,MOR,TETMR,"Tetela del Volc·n, Mor.",33.30
-99.10,18.79,MOR,TICMR,"Ticum·n, Mor.",49.30
-99.31,18.49,MOR,TILMR,"Tilzapotla, Mor.",79.15
-98.94,19.04,MOR,TLCMR,"Tlacualera, Mor.",37.43
-98.75,18.81,MOR,TLOMR,"Tlacotepec, Mor.",91.00
-98.90,18.90,MOR,TLYMR,"Tlayacapan, Mor.",52.81
-99.24,19.05,MOR,TMAMR,"Tres MarÌas, Mor.",66.19
-98.79,18.78,MOR,TMCMR,"Temoac, Mor.",92.10
-98.92,18.99,MOR,TOTMR,"Totoloapan, Mor.",33.40
-98.84,18.60,MOR,TPLMR,"Tepalcingo, Mor.",87.20
-99.07,18.97,MOR,TPZMR,"Tepoztl·n, Mor.",17.03
