LON,LAT,EDO,CLAVE,ESTACION,nov-22
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",15
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, MÈx.",14.22
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",14.99
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",79
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",4.9
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",2.8
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",1.2
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",2
-100.891111,18.463333,MICH,CAIMANERACFE,"Caimanera, Mich. CFE*",54.4
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",8.61
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",14
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",8.01
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0.1
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",22.33
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",9.81
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",7.5
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",16.91
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",7.6
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",6.8
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",0.6
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",1.4
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",15.7
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",1.9
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",3.3
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",27.71
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo L.C., Mich.",0
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",5
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",53.71
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",2
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",11.22
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",4
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",0
-102.221944,18.883333,MICH,PANCHESCFE,"Panches, Mich. CFE*",2
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",16.02
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",0.01
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",0
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",9
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",10.5
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",0
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",5.51
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",11.9
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",12.2
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",28.6
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",10.9
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",2.6
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",5.22
-102.242222,20.339444,MICH,YURMC,"YurÈcuaro, Mich.",0.2
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",8.5
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",5.4
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",14
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",0
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",0.01
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",0.2
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",2
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",25.5
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",0
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",10.51
-98.891389,18.931111,MOR,ATBMR,"Atlatlahuacan Bachillerato, Mor.",0
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",0.5
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",4
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",5.22
-99.324722,18.862778,MOR,CUNMR,"Cuentepec, Mor.",17.5
-98.954444,18.817778,MOR,CUSMR,"Cuautla SMN, Mor.",1.3
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",14.21
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",0
-99.273611,18.503889,MOR,EZPMR,"Emiliano Zapata, Mor.",18.2
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",1
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",12
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato TecnolÛgico Agropecuario 154 Huitzilac, Mor.",6.2
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",6.6
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",8.61
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",3.11
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",0
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",0
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0.7
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",1.6
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",0.01
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",9.5
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",0
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",0
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",0
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",7.2
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",0
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",9.5
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",58.5
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",0
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",3
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",1.7
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",1.3
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",2
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",0.02
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",4.5
-99.103889,18.794167,MOR,TICMR,"Ticum·n, Mor.",0
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",18.2
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",0.01
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",0
-98.9,18.9,MOR,TLYMR,"Tlayacapan, Mor.",0
-99.241667,19.054167,MOR,TMAMR,"Tres MarÌas, Mor.",3.51
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",0
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",0
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",1.2
-99.072778,18.971389,MOR,TPZMR,"Tepoztl·n, Mor.",0
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",7.1
-99.383611,18.73,MOR,VIAMR,"Vista Alegre, Mor.",4.6
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",0
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",2.5
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",0.01
-98.866111,18.881944,MOR,YECMR,"Yecapixtla, Mor.",0
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",1.5
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",0
-105.383333,22.466389,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",0.5
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",0.01
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",0
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",0
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",0.02
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",0
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",0
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",0.04
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",0
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",0
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",0
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",0
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",0.3
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",11.92
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",18
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",45.22
-100.276111,25.801389,NL,CanadaS,"El Canad·, N.L. SAHM*",30.2
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",0.3
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",51.64
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",36.62
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",31.45
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",51.71
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",108.1
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",38.05
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",19
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",52.36
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",15.9
-100.128056,25.428056,NL,LBCNL,"Rodrigo GÛmez, N.L.",23.21
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",37.05
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",29.02
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",50.33
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",19.9
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",45.97
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",41.04
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",14.7
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",11.05
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",22
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",7.51
-100.308333,25.7325,NL,TOPOCHICO,"Topo Chico Monterrey, N.L. SGT*",49.5
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",19
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",28.9
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",26
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",16.5
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",15.31
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",23
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",241.7
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",7.66
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotl·n, Oax.",30.31
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",42.58
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",125.66
-95.374444,16.434722,OAX,EMAOX,"El MarquÈs, Oax.",4.8
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",27.41
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",22.12
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",12.9
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",16.5
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",4.8
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",23.73
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",250.7
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",1
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",76.74
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",6.32
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",23.91
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",23.36
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",0.82
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",0
-95.481389,16.585278,OAX,RHOOX,"RÌo Hondo, Oax.",1
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",173.1
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",7.1
-97.839444,17.156667,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",3.52
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",8
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",1.01
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",355.5
-97.626667,18.1,OAX,SJNOX,"San Juan Nochixtl·n, Oax.",0
-98.1425,17.501389,OAX,SLAOX,"Silacayo·pam, Oax.",13.63
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",17.23
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",24.5
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",75.25
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",22
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",72.71
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",52.41
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",0.01
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",34.8
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",130.43
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",207.5
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",250.5
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",26.31
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",125.85
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",7.8
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",29.61
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",6.52
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",0.05
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",7.8
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",2.5
-98.135833,18.9425,PUE,AFRPB,"¡fricam, Pue.",7.6
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",35
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",26.8
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",101.7
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",1.8
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",128.1
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",196.23
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",6.5
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",15
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",2
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",5.89
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",17
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",3.4
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",10
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",6.83
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",2.01
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",42
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",213.53
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",16.01
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",1.3
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",0
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",93.9
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",1.6
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",7.6
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",0
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",19.53
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",172.8
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",136.46
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",81.6
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",68.7
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",1.03
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",17
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",8.7
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",197
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",68.9
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",0.6
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",23.4
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",18.02
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",82.21
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",16.33
-97.208333,20.131389,PUE,SJAPB,"San JosÈ Acateno, Pue.",41.13
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",33.01
-98.4175,19.284167,PUE,SMTPB,"San MartÌn Texmelucan, Pue.",0.5
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",197.11
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",0
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",180.51
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",116.5
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",1.9
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",3.01
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",5.1
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",22.5
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",75.5
-97.359722,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",65.51
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",237.33
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",1
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",236.19
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",81.51
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",105.8
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",99.11
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",37.52
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",83.03
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",33
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",13.4
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",14.5
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",23.8
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",160.61
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",147.57
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",175.64
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",187.94
-86.775833,21.074444,QROO,CNCQR,"Canc˙n Radar, Q. Roo. SMN*",112.41
-86.906944,20.476944,QROO,CO2QR,"Cozumel, Q. Roo. SMN*",98.76
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",129.5
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",116
-88.703611,19.752222,QROO,JMORELOS,"JosÈ MarÌa Morelos, Q. Roo. SMN*",66.37
-88.923889,18.455278,QROO,NICOLASBRAVO,"Nicol·s Bravo, Q. Roo. SMN*",146.25
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",144.5
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Ju·rez, Q. Roo. SEMAR*",139.4
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidromÈtrica, Sin.",0
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",0
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
-108.480833,25.806667,SIN,ENASI,"EstaciÛn Naranjo, Sin.",0
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidromÈtrica, Sin.",0
-108.3275,26.103056,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",0
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidromÈtrica de Gustavo DÌaz Ordaz, Sin.",0
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",0
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",0
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatl·n, Sin.",0
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",0
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini VizcaÌno, Sin.",0
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",84.11
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",133.62
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",9
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",174.2
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",15.01
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",7.92
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",35.53
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",107.21
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",74.32
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",15.01
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",25.54
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",149.62
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",133.61
-99.995,21.931389,SLP,RVDSL,"Observatorio de RÌo Verde, S.L.P.",28.7
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",5.71
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis PotosÌ, S.L.P.",5.8
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",127.01
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",72.5
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",31.2
-98.773333,22.003611,SLP,TMISL,"Observatorio de TamuÌn, S.L.P.",78.23
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",144.4
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0
-108.937778,27.021667,SON,ALMSO,"¡lamos, Son.",0
