LON,LAT,EDO,CLAVE,ESTACION,jun-22
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de MÈx. UNAM*",145.6
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",110.2
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de MÈx.",119.9
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",96.5
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx.",0.0
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de MÈx. UNAM*",149.9
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",65.7
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",94.5
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",50.5
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",93.5
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx.",66.6
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",118.9
-99.201944,19.423889,DF,PCHAPULTEPEC,"Planta Chapultepec, Cd. de MÈx. SACMEX*",103.6
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de MÈx.",108.2
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",80.3
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",165.6
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",110.5
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",77.0
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",94.5
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",128.0
-99.206111,19.436389,DF,POLANCO,"Polanco, Cd. de MÈx. UNAM*",125.8
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",108.0
-99.094722,19.482222,DF,PREPA3,"Prepa 3, Cd. de MÈx. UNAM*",67.2
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",138.1
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",106.9
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",86.6
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",80.8
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",112.8
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",119.1
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",130.6
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",126.7
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",104.9
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",80.0
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",3.5
-99.17,19.4,DF,RCMDF,"RadiocomunicaciÛn, Cd. de MÈx.",94.5
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. UNAM*",133.1
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",173.1
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÈx.",100.3
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",156.0
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de MÈx.",63.5
-99.121944,19.571944,DF,SDEGUADALUPE,"Sierra de Guadalupe, Cd. de MÈx. SACMEX*",94.5
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",95.5
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",114.2
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",81.1
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",102.6
-98.960556,19.320833,DF,SSCDF,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx.",50.6
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",148.2
-99.196389,19.403611,DF,TACUBAYAob,"Observatorio de Tacubaya, Cd. de MÈx. SMN*",147.1
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",85.1
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",42.4
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",181.4
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",137.7
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",43.7
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",138.4
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",88.0
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",72.9
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",69.6
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",124.4
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",156.5
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",99.1
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa LucÌa, Cd. de MÈx.",175.8
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",14.5
-99.189444,19.503333,DF,UAMAZC,"Universidad AutÛnoma Metropolitana Azcapotzalco, Cd. de MÈx. UNAM*",78.0
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",113.8
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",120.9
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",39.8
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",39.0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",110.3
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",36.1
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",24.5
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",37.5
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",45.6
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",86.5
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",21.0
-105.955556,25.934722,DGO,GNCDR,"GuanacevÌ, Dgo.",40.5
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",39.5
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",91.5
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",37.0
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",11.5
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",115.0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",130.3
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",22.2
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",66.0
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",16.5
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",59.7
-103.736944,24.401111,DGO,NIRDR,"Granja Nirvana, Dgo.",3.2
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",0.0
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",72.5
-104.034167,24.791111,DGO,PBLDR,"PeÒÛn Blanco, Dgo.",13.0
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",88.5
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",41.0
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",34.0
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",2.6
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",59.1
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",3.3
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",11.2
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",33.6
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",53.0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",33.6
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",10.0
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",323.0
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",25.0
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",1.7
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",99.4
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",9.1
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",51.7
-105.722222,25.3375,DGO,TEPEHUANESob,"Observatorio de Tepehuanes, Dgo. SMN*",32.0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",15.0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",1.1
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",73.0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",179.9
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",106.5
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",27.5
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",26.6
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",39.5
-103.836111,24.736667,DGO,YRBDR,"Yerbanis, Dgo.",26.0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",346.5
-99.749167,16.762778,GRO,ACAPULCOob,"Observatorio de Acapulco, Gro. SMN*",373.8
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",246.8
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",262.2
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",149.5
-100.44,17.209444,GRO,ATOYAC,"Atoyac, Gro. SMN*",139.4
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",221.5
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",436.9
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",201.0
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",160.2
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",141.0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",300.3
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",257.5
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",294.3
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",190.8
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",187.0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",160.0
-99.686111,17.148056,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",231.4
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",263.3
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",284.2
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",246.3
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",198.3
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",104.3
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",390.0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",585.0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",238.0
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",306.3
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",424.2
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",221.5
-98.735,17.777222,GRO,OLNGR,"Olinal·, Gro.",147.0
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",133.7
-102.123056,17.984444,GRO,PETACALCO,"Petacalco, Gro. SMN*",82.4
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",266.0
-99.591667,17.938889,GRO,PUENTEMEZCALCFE,"Puente Mezcal, Gro. CFE*",224.4
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",288.5
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",243.6
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",215.4
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",138.9
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",63.8
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",209.4
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",182.8
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",248.6
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",179.3
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",182.0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",130.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",216.6
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",152.0
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",127.4
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",92.0
-100.712222,20.0325,GTO,ACNGJ,"Ac·mbaro, Gto.",169.1
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",13.8
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",10.0
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",11.0
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",55.0
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",70.6
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",58.4
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",22.2
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",54.0
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",60.9
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",38.8
-100.962778,20.487778,GTO,CRTGJ,"Cort·zar, Gto.",25.0
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",35.8
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",13.2
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",23.0
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",78.9
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",47.1
-101.244444,20.872222,GTO,ECHGJ,"El ChapÌn, Gto.",85.6
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",40.1
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",16.9
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",58.4
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",79.0
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",33.8
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",64.1
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",38.0
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",45.6
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",46.1
-101.693333,21.136389,GTO,LENGJ,"LeÛn, Gto.",21.0
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",55.0
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",93.0
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",27.9
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",86.7
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",18.7
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",31.5
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",72.4
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",26.6
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",35.2
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",56.6
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",30.4
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",62.8
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",19.0
-100.669722,20.055278,GTO,SLSGJ,"SolÌs, Gto.",183.1
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",29.2
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",70.8
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",44.3
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",51.9
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",32.0
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",56.5
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",17.6
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",18.5
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",214.0
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",46.5
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",425.3
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",236.0
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",45.4
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",13.7
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",196.1
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",68.4
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",55.1
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",14.0
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",228.4
-98.7475,20.123333,HGO,PACHUCAob,"Observatorio de Pachuca, Hgo. SMN*",20.8
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",29.7
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",43.7
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",16.0
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",48.1
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",15.0
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",41.3
-98.357222,20.084167,HGO,TULANCINGOob,"Observatorio de Tulancingo, Hgo. SMN*",50.8
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",240.5
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",126.6
-103.228611,22.325833,JAL,ACHZC,"Achimec, Jal.",41.6
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",34.5
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",92.5
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",168.6
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",67.0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",54.3
-103.782778,21.831667,JAL,BLNJL,"BolaÒos, Jal.",167.8
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzm·n, Jal. SMN*",121.0
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm·n, Jal.",158.4
-104.555278,19.627778,JAL,CHFJL,"El ChiflÛn, Jal.",165.2
-102.774167,19.287778,JAL,CHLMC,"ConstituciÛn de Apatzing·n, Jal.",191.1
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",136.0
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotl·n, Jal.",77.5
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",139.0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",259.5
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",21.5
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",232.2
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",151.4
-102.976111,20.681389,JAL,EGCJL,"Ing. ElÌas Gonz·lez Ch·vez, Jal.",161.8
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",85.5
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",241.7
-103.3925,20.706667,JAL,GUADALAJARAob,"Observatorio de Guadalajara , Jal. SMN*",224.2
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",277.7
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",264.1
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",72.0
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",95.0
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",178.8
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",131.0
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",43.0
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",160.7
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",17.0
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",14.8
-102.666667,20.3,JAL,MALTARANA,"MaltaraÒa Jamay, Jal. SGT*",115.6
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitl·n, Jal. SGT*",151.6
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",297.2
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",19.0
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",137.1
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo ElÌas Ayub, Jal.",123.3
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",89.5
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",174.2
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",114.8
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",33.8
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",34.1
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",70.3
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatl·n 1, Jal. SMN*",149.2
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",191.5
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",97.0
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",86.1
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",22.2
-103.044167,20.169167,JAL,TIZJL,"Tizap·Ån, Jal. SMN*",144.3
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",172.7
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",52.6
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",104.2
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",81.7
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",148.5
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",86.4
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",256.5
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",84.0
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",55.5
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, MÈx. SMN*",101.0
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",137.9
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, MÈx. UNAM*",116.1
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",96.0
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",189.1
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÈx. SMN*",214.7
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",197.6
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",186.2
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",169.7
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, MÈx",300.0
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",51.8
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",68.8
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",148.6
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",65.7
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",115.7
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",94.0
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",205.6
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",211.8
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",83.5
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",132.8
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",89.6
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, MÈx.",92.0
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",45.5
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",124.9
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",70.0
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",59.4
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",145.2
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",86.9
