LON,LAT,EDO,CLAVE,ESTACION,abr-22
-91.535,17.756667,TAB,BALANCANHM,"Balanc·n, Tab. SGT*",122.6
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",204.1
-93.376389,18.001111,TAB,CARTB,"C·rdenas, Tab.",26
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",30.2
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",6.5
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",6.4
-93.066667,17.966667,TAB,GONZALEZ,"Gonz·lez, Tab. SGT*",6.6
-93.01,17.86,TAB,LALAGARTERA,"La Lagartera, Tab. SGT*",7.4
-92.92,17.75,TAB,LOSAGAVES,"Los Agaves, Tab. SGT*",33.7
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",49.8
-92.6,17.766667,TAB,MACUSPANAHM,"Macuspana, Tab. SGT*",48
-92.929444,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",30.2
-92.75,17.380556,TAB,OXOTB,"Oxolot·n, Tab.",587
-93.33,18.42,TAB,PARAISO,"ParaÌso, Tab. SMN*",13
-93.390278,17.769167,TAB,PAREDON,"ParedÛn HC, Tab. SGT*",3.6
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",20.9
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",5.4
-93.383333,17.815278,TAB,PTESOLIDARIDAD,"Puente Solidaridad, Tab. SGT*",3
-92.930556,17.546389,TAB,PUYACATENGO,"Puyacatengo, Tab. SGT*",87.1
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",225.7
-93.283333,18,TAB,SAMARIA,"Samaria, Tab. SGT*",53
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",8.8
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",155.5
-93.02,18.25,TAB,TECOLUTA,"Tecoluta, Tab. SGT*",8.2
-92.333889,17.840556,TAB,TEPETITAN,"Tepetit·n, Tab. SGT*",12.8
-98.370556,24.046667,TAMPS,ABASOLO,"Abasolo, Tamps. SGT*",24.4
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",24.4
-99.148889,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",24
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",57
-99.215278,24.103333,TAMPS,BARRETALI,"Barretal Uno, Tamps. SGT*",34.4
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",48.8
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",0.1
-97.876111,22.238333,TAMPS,BTCHAIREL,"Boca Toma Chairel, Tamps. SGT*",52.1
-97.772222,23.051944,TAMPS,BTORDO,"Barra del Tordo, Tamps. SMN*",36.1
-98.5975,26.238056,TAMPS,CDOTP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",12.7
-99.92,22.58,TAMPS,CIUDADMANTE,"Ciudad Mante, Tamps. SMN*",8.1
-98.8,26.25,TAMPS,CMGTP,"S-J-2-11 Camargo, Tamps.",127
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",25.4
-98.814167,25.030833,TAMPS,CNDTP,"C·ndido Aguilar, Tamps.",0
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",88
-98.936389,23.937778,TAMPS,CORONA,"Corona, Tamps. SGT*",39.1
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",12.5
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",79
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",82.5
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",21.2
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",89
-98.158333,24.843889,TAMPS,FDOTP,"San Fernando, Tamps.",60.8
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"GÛmez FarÌas, Tamps. SGT*",52.5
-98.405278,22.798611,TAMPS,GONZALEZTP,"Gonz·lez, Tamps. SGT*",66.7
-99.375278,23.4075,TAMPS,JAUMAVE,"Jaumave, Tamps. SMN*",11.2
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",36.3
-99.548333,26.816944,TAMPS,LASTORTILLASC,"Las Tortillas RÌo Salado, Tamps. CILA*",0
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",23.5
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",9.1
-99.551111,24.566667,TAMPS,MAGTP,"Magueyes, Tamps.",53.8
-99.546944,24.570278,TAMPS,MAGUEYES,"Magueyes, Tamps. SGT*",40.9
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",40.6
-97.844167,22.283889,TAMPS,MDRTP,"Madero, Tamps.",66.1
-99.040833,26.374167,TAMPS,MGATP,"S-J-1-2 Miguel Alem·n, Tamps.",50.8
-98.916111,26.242222,TAMPS,MGOTP,"Marte R. GÛmez, Tamps.",125.8
-98.705556,22.795833,TAMPS,MGSTP,"MagiscatzÌn Dos, Tamps.",80.7
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",54.5
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo GÛmez, Tamps.",125.8
-99.53,27.44,TAMPS,NUEVOLAREDO,"Nuevo Laredo, Tamps. SGT*",21
-98.633889,22.494444,TAMPS,NVAAPOLONIA,"Nueva Apolonia, Tamps. SGT*",132.2
-99.490278,27.495556,TAMPS,NVLTP,"Nuevo Laredo, Tamps.",21.6
-98.901944,24.041389,TAMPS,PADILLA,"Padilla, Tamps. SGT*",38.1
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",39.8
-97.8,25.8,TAMPS,PANTP,"Pueblo An·huac, Tamps.",53.8
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",37
-98.867778,24.115,TAMPS,PILON,"PilÛn, Tamps. SGT*",38.5
-99.019167,24.208056,TAMPS,PILTP,"PilÛn, Tamps.",38.6
-99.555833,24.2475,TAMPS,PJMTP,"Pedro JosÈ MÈndez, Tamps.",28.8
-99.219444,26.406111,TAMPS,PLASBLANCAS,"Presa Las Blancas, Tamps. SGT*",28.3
-99.5975,24.184167,TAMPS,PTODEVALLES,"Puerto de Valles, Tamps. SGT*",33.8
-98.666667,23.961389,TAMPS,PVGUERRERO,"Presa Vicente Guerrero, Tamps. SGT*",66.6
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",33.7
-99.026111,22.843056,TAMPS,RFRTP,"RÌo FrÌo, Tamps.",12.7
-98,25.966667,TAMPS,RIBTP,"RÌo Bravo, Tamps.",60.9
-97.991944,23.259444,TAMPS,RSPTP,"Rep˙blica EspaÒola, Tamps.",52.7
-98.285833,26.079722,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",57
-98.883333,26.166667,TAMPS,RYNTP,"S-J-2-9 Reynosa, Tamps.",57
-98.838333,26.311111,TAMPS,SANJUAN2,"San Juan, Tamps. SGT*",105.8
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",54.8
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",45.5
-98.787222,23.083611,TAMPS,SGBTP,"San Gabriel, Tamps.",20.1
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",44
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",0
-98.574722,25.135556,TAMPS,SNLORENZO,"San Lorenzo, Tamps. SGT*",29.2
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",92.3
-97.876111,22.238333,TAMPS,TMPTP,"Tampico, Tamps.",49.6
-98.422778,22.423889,TAMPS,TMSTP,"TamesÌ, Tamps.",141.5
-97.804167,25.906111,TAMPS,VCATP,"Villa C·rdenas, Tamps.",109.2
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",65.9
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",82.2
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",39.9
-98.131111,19.428611,TLAX,APITL,"Apizaco, Tlax.",35.6
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",41.6
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",37.8
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",29.2
-97.911111,19.315833,TLAX,HMTTL,"Huamantla, Tlax.",16
-98.032222,19.140833,TLAX,MALINCHEII,"La Malinche 2, Tlax. SMN*",19.2
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",42.8
-98.200556,19.556111,TLAX,SJATL,"San JosÈ Atlanga, Tlax.",32.5
-98.233333,19.316667,TLAX,TLAXCALAob,"Observatorio de Tlaxcala, Tlax. SMN*",37.8
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",20.4
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",81.6
-96.843889,19.695833,VER,ACAVC,"Acatl·n, Ver.",9.5
-96.583333,19.495278,VER,ACTOPANVER,"Actopan, Ver. SGT*",2.8
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",0
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",0
-97.68,20.93,VER,ALAVC,"¡lamo Temapache, Ver.",77
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",4.8
-96.736111,19.621667,VER,ALUVC,"Alto Lucero, Ver.",24.2
-95.4375,18.583333,VER,ARCVC,"¡ngel Rosario Cabada, Ver.",0.1
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",50
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",41
-94.253889,17.954444,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",2
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",11.9
-96.994444,19.332778,VER,CDCVC,"Cosautl·n de Carvajal, Ver.",65.5
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",0
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",68.9
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",70.6
-94.406667,18.149722,VER,COATZACOALCOmar,"Coatzacoalcos, Ver. SEMAR*",7.6
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",28.9
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",67
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",20.1
-96.647222,19.320278,VER,CRRVC,"Carrizal, Ver.",0
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",13.7
-96.666389,19.361667,VER,CUMVC,"La Cumbre, Ver.",0.5
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",22
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",11.2
-96.9975,18.897778,VER,FORVC,"FortÌn, Ver.",41
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",5.5
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",115.2
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",53.8
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",47.5
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",61
-96.554167,19.404167,VER,IDOVC,"Õdolos, Ver.",0
-96.884444,19.604722,VER,INCVC,"Ingenio ConcepciÛn, Ver.",46
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",16.6
-94.666667,17.95,VER,JALVC,"Jaltip·n, Ver.",153.9
-95.033333,17.433333,VER,JCRVC,"Jes˙s Carranza, Ver.",6
-94.088889,17.873611,VER,JDCVC,"San JosÈ del Carmen, Ver.",2
-97.3,19.816667,VER,JLNVC,"Jalacingo, Ver.",35
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",11.9
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",72.3
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",23.5
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",104.5
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",18
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",0
-96.411111,19.261389,VER,LOFVC,"Loma Fina, Ver.",0
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",36.9
-97.1,19.65,VER,LVRVC,"Las Vigas de RamÌrez, Ver.",12.1
-97.048333,20.0675,VER,MDTVC,"MartÌnez de la Torre, Ver.",3.9
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",0
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",70.8
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",50.2
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",0
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",47.9
-98.5125,21.840278,VER,OLVVC,"El Olivo, Ver.",70.7
-97.1,18.85,VER,ORIZABAob,"Observatorio de Orizaba, Ver. SMN*",35.6
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",54
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",80.5
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",33.6
-94.3775,18.103611,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",15.5
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",98
-97.268333,19.545,VER,PEROTESMN,"Perote, Ver. SMN*",5.1
-97.238889,19.580556,VER,PERVC,"Perote, Ver.",5.7
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",40.2
-98.176667,22.06,VER,PNCVC,"P·nuco, Ver.",58
-97.475,20.543333,VER,POZARICA,"Poza Rica, Ver. SGT*",10.2
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",10
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",10.5
-98.356667,21.297778,VER,PSNVC,"PlatÛn S·nchez, Ver.",62
-96.665,19.043333,VER,PTE4CAMINOS,"Puente Cuatro Caminos, Ver. SGT*",8.2
-96.704444,18.821944,VER,PTEAUTOPISTA,"Puente de la Autopista, Ver. SGT*",63.2
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",22
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",3.7
-96.713889,20.157778,VER,RAUVC,"El Raudal, Ver.",5.8
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",43.2
-96.921389,19.578611,VER,SEDVC,"SedeÒo, Ver.",22
-95.183333,18.45,VER,SIHVC,"Sihuap·n, Ver.",60.5
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",0.6
-96.130556,19.085833,VER,SJNVC,"San JosÈ Novillero, Ver.",0
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",201.4
-95.212778,18.450833,VER,STXVC,"San AndrÈs Tuxtla AC, Ver.",116.2
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",0
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",33.2
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",64
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",27.4
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",4
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",46.7
-96.916667,19.811111,VER,TNCVC,"Tenochtitl·n, Ver.",49.4
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",37.5
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",49.1
-98.153056,21.039722,VER,TRRVC,"Terrerillos, Ver.",35.8
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",23.2
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",53
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",0
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",9
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",33.8
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",11.1
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",40.9
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",8.5
-96.871667,19.511667,VER,XOLVC,Xalapa Olmos,5.2
-96.915556,19.565833,VER,XREVC,"Xalapa RevoluciÛn, Ver.",11.7
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",9.3
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",16
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",1
-89.681111,20.649444,YUC,ABAYC,"Abal·, Yuc.",16.5
-89.218889,19.883056,YUC,BECYC,"BecanchÈn, Yuc.",124
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",147.5
-90.3825,20.858056,YUC,CELYC,"Celest˙n, Yuc. SMN*",0.2
-89.657222,20.983611,YUC,CHMR_MERIDA,"Centro HidrometeorolÛgico Regional MÈrida, Yuc. SMN*",9.8
-89.829444,20.752778,YUC,CHOYC,"Chochol·, Yuc.",33.7
-89.638056,21.03,YUC,CICYC,"Centro de InvestigaciÛn CientÌfica, Yuc.",14.2
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",33
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",11.4
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",5.3
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",13.9
-89.651111,20.946389,YUC,MEOYC,"Observatorio de MÈrida, Yuc.",15.1
-89.4375,21.105556,YUC,MOCYC,"Mococh·, Yuc.",38.1
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",22.7
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",110.5
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",164.5
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",105.1
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",0
-88.160278,21.571111,YUC,RILYC,"RÌo Lagartos, Yuc. SMN*",0
-88.160556,21.571667,YUC,RLAYC,"RÌo Lagartos, Yuc.",0
-89.046944,20.030278,YUC,TANYC,"TantaquÌn, Yuc.",64.2
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",82.5
-87.988889,21.161389,YUC,TIZIMIN,"TizimÌn, Yuc. SMN*",58.4
-88.1725,21.158611,YUC,TIZYC,"TizimÌn, Yuc.",75.3
-89.047222,20.030278,YUC,TNTYC,"TantaquÌn, Yuc. SMN*",4.3
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",134.4
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",1.5
-102.953333,22.824167,ZAC,BTEZC,"RamÛn LÛpez Velarde, Zac.",0
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",0.1
-101.389167,24.621389,ZAC,CORZC,"ConcepciÛn del Oro, Zac.",4
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",6.4
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",16
-103.35,21.645833,ZAC,EXCZC,"Miguel Alem·n, Zac.",4.3
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",2.7
-103.093333,22.933333,ZAC,GJAZC,"General JoaquÌn Amaro, Zac.",6
-102.506667,22.746667,ZAC,GPEZC,"Guadalupe, Zac.",14.9
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",2
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",13.3
-103.114167,21.404722,ZAC,JCHZC,"Juchipila, Zac.",4.2
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",5
-103.6025,22.686111,ZAC,LAFLORIDA,"La Florida, Zac. SMN*",0
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",10
-103.603056,22.686944,ZAC,LFLZC,"La Florida, Zac.",0
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",2.7
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",4.2
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",1
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",2.6
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",0.7
-103.443056,24.287222,ZAC,MGAZC,"Miguel Auza, Zac.",23
-103.363889,21.2125,ZAC,MORZC,"Mezquital del Oro, Zac.",2.5
-102.845556,21.3575,ZAC,NCTZC,"Nochistl·n, Zac.",0
-102.615,24.983056,ZAC,NTAZC,"Nuevo Tampico, Zac.",2.4
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",15.1
-101.399167,22.1175,ZAC,PINZC,"Pino Su·rez, Zac.",2
-102.903611,21.711111,ZAC,PMOZC,"Los MoraleÒos, Zac.",1
-103.025833,23.816944,ZAC,RGRZC,"RÌo Grande, Zac.",116
-102.884444,24.322222,ZAC,SFOZC,"San Francisco, Zac.",0.1
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",3.6
-103.636667,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",0.1
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",0
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",0
-102.864167,22.120556,ZAC,TAYZC,"Ing. Juli·n Adame Alatorre, Zac.",0
-103.879722,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",3
-103.461944,21.468611,ZAC,TGOZC,"Te˙l de Gonz·lez Ortega, Zac.",3.2
-102.786389,21.560556,ZAC,TLAZC,"Tlalchichila, Zac.",2
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",0
-103.3375,21.588889,ZAC,VILZC,"JosÈ MarÌa Morelos, Zac.",0.2
-102.576667,22.761389,ZAC,ZACZC,"Zacatecas, Zac.",17.5
